:Item Number,QOH,Order Point,PriceA,PriceB,PriceC,PriceD,PriceE,PriceF,PriceWD,CorePrice,Unit Measure,Description
D251-84,3,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-85,9,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-86,11,16,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-87,4,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-88,3,5,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-89,5,8,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-90,8,8,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-91,3,7,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-92,12,14,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-93,6,16,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-94,3,9,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-95,8,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-96,11,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-97,9,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-98,10,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-99,10,20,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-100,7,14,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-101,11,14,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-102,4,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-103,6,11,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-104,10,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-105,11,21,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-106,9,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-107,10,19,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-108,5,16,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-109,11,22,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-110,9,14,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-111,10,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-112,7,8,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-113,2,2,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-114,8,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-115,6,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-116,3,5,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-117,12,19,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-118,8,19,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-119,8,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-120,7,8,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-121,11,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-122,8,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-123,12,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-124,7,9,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-125,1,7,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-126,9,11,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-127,5,7,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-128,10,20,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-129,2,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-130,10,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-131,9,20,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-132,3,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-133,10,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-134,7,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-135,2,5,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-136,4,11,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-137,3,5,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-138,3,8,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-139,8,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-140,9,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-141,7,11,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-142,8,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-143,9,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-144,8,16,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-145,11,19,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-146,5,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-147,10,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-148,4,9,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-149,10,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-150,6,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-151,7,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-152,3,4,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-153,3,3,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-154,5,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-155,10,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-156,5,11,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-157,2,3,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-158,6,14,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-159,8,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-160,11,16,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-161,7,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-162,11,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-163,11,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-164,7,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-165,11,22,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-166,6,14,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-167,7,7,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-168,4,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-169,12,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-170,10,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-171,9,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-172,1,4,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-173,10,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-174,9,11,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-175,3,8,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-176,3,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-177,8,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-178,6,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-179,8,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-180,2,4,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-181,1,11,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-182,3,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-183,3,4,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-184,9,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-185,9,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-186,8,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-187,9,19,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-188,11,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-189,11,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-190,5,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-191,9,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-192,4,9,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-193,3,3,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-194,8,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-195,9,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-196,5,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-197,9,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-198,5,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-199,11,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-200,4,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-201,2,7,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-202,1,2,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-203,11,14,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-204,7,17,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-205,7,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-206,12,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-207,8,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-208,9,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-209,2,5,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-210,9,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-211,5,14,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-212,3,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-213,9,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-214,10,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-215,9,13,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-216,6,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-217,2,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-218,1,4,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-219,10,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-220,9,11,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-221,3,9,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-222,10,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-223,8,12,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-224,6,11,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-225,5,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-226,6,10,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-227,3,5,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-228,8,9,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-229,6,16,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-230,5,15,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-231,2,4,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-232,2,9,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-233,6,14,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
D251-234,8,18,43.44,49.96,57.45,66.07,75.98,87.38,32.58,0.00,Each,Water Pump
